,cities,iter,epoch,cost,model_name
0,,50,,7,6.485239313988873,MultilayerTransformerBlockModel
0,,50,,7,6.878269759449294,MultilayerTransformerBlockModel
0,,50,,7,6.784161431043278,MultilayerTransformerBlockModel
0,,50,,7,6.713921733025501,MultilayerTransformerBlockModel
0,,50,,7,6.7037747056754995,MultilayerTransformerBlockModel
0,,50,,7,6.916492042693725,MultilayerTransformerBlockModel
0,,50,,7,6.999640563890213,MultilayerTransformerBlockModel
0,,50,,7,6.836885600131027,MultilayerTransformerBlockModel
0,,50,,7,6.5531223193520685,MultilayerTransformerBlockModel
0,,50,,7,6.727917531070897,MultilayerTransformerBlockModel
0,,50,,7,5.922754839551185,MultilayerTransformerBlockModel
0,,50,,7,7.078281573520713,MultilayerTransformerBlockModel
0,,50,,7,5.727171167077899,MultilayerTransformerBlockModel
0,,50,,7,6.943072383921798,MultilayerTransformerBlockModel
0,,50,,7,7.225154418759806,MultilayerTransformerBlockModel
0,,50,,7,6.265362360102154,MultilayerTransformerBlockModel
0,,50,,7,6.432545191020314,MultilayerTransformerBlockModel
0,,50,,7,7.2714625071810115,MultilayerTransformerBlockModel
0,,50,,7,6.489667131066418,MultilayerTransformerBlockModel
0,,50,,7,5.791599000085188,MultilayerTransformerBlockModel
0,,50,,7,6.355409416458775,MultilayerTransformerBlockModel
0,,50,,7,7.601789813522415,MultilayerTransformerBlockModel
0,,50,,7,6.521649028627135,MultilayerTransformerBlockModel
0,,50,,7,7.040920045835987,MultilayerTransformerBlockModel
0,,50,,7,6.8275259928904495,MultilayerTransformerBlockModel
0,,50,,7,7.008666446633116,MultilayerTransformerBlockModel
0,,50,,7,5.947019365640504,MultilayerTransformerBlockModel
0,,50,,7,6.241634030226301,MultilayerTransformerBlockModel
0,,50,,7,6.5141863695283,MultilayerTransformerBlockModel
0,,50,,7,6.5720590563194685,MultilayerTransformerBlockModel
0,,50,,7,7.7569426677713125,MultilayerTransformerBlockModel
0,,50,,7,6.247917460116878,MultilayerTransformerBlockModel
0,,50,,7,6.641533672837577,MultilayerTransformerBlockModel
0,,50,,7,6.385101578059794,MultilayerTransformerBlockModel
0,,50,,7,6.545406713662376,MultilayerTransformerBlockModel
0,,50,,7,5.5888573831362285,MultilayerTransformerBlockModel
